nconst,intervenant_primaryName,intervenant_primaryProfession,intervenant_birthYear,intervenant_deathYear,tmdb_id,tmdb_popularity,tmdb_profile_url,tmdb_biography_fr
nm0942863,Teresa Wright,"actress,soundtrack,archive_footage",1918,2005.0,7663.0,1.2734,https://image.tmdb.org/t/p/w500/uRc6acpFTTMhTfTlxNOG363XUHt.jpg,
nm0000515,Virginia Madsen,"actress,producer,miscellaneous",1961,,12519.0,2.2813,https://image.tmdb.org/t/p/w500/2u72BF7i189nAcX1kEJLjGMsb0c.jpg,
nm0005316,Mary Kay Place,"actress,director,writer",1947,,5960.0,1.484,https://image.tmdb.org/t/p/w500/7DOLMcJRkU44c9K2DZZQqxjLtmo.jpg,
nm0795576,Andrew Shue,"actor,writer,producer",1967,,90749.0,1.6622,https://image.tmdb.org/t/p/w500/xNoBZktOInbk4Rfv8R1vUz3Uyzj.jpg,
nm0000407,Vivica A. Fox,"actress,producer,director",1964,,2535.0,2.4711,https://image.tmdb.org/t/p/w500/33OmKVbKAQppI28cHXpKEG7hDbW.jpg,"Vivica A. Fox (née le 30 juillet 1964) est une actrice et productrice américaine.

Elle a débuté sa carrière dans Soul Train et a joué dans les feuilletons télévisés Days of Our Lives et Generations. À une heure de grande écoute, elle a joué aux côtés de Patti LaBelle dans la sitcom Out All Night diffusée sur NBC. Fox s'est fait connaître en 1996 grâce à ses rôles dans Independence Day et Set It Off.

Fox a joué dans les films Booty Call, Soul Food, Why Do Fools Fall in Love, Kingdom Come, Two Can Play That Game et Boat Trip. Elle a tenu des rôles principaux dans les séries télévisées éphémères Getting Personal et City of Angels, ainsi que dans Missing, pour laquelle elle a reçu un NAACP Image Award de la meilleure actrice dans une série dramatique. Fox a joué dans la série de films The Wrong... pour Lifetime et a incarné Candace Mason dans Empire.

Fox a fait ses débuts en tant que réalisatrice avec First Lady of BMF: The Tonesa Welch Story, qui raconte l'histoire de la première dame de la Black Mafia Family à Detroit."
nm0001616,Mekhi Phifer,"actor,producer,director",1974,,327.0,2.1516,https://image.tmdb.org/t/p/w500/jCvF0bpi9emIWBnu20MCMU0bwrf.jpg,
nm0001853,Vanessa Williams,"actress,producer,miscellaneous",1963,,27011.0,2.2496,https://image.tmdb.org/t/p/w500/30O1Af0wy6UBt8EpVRuq28tTGoT.jpg,
nm0355659,Irma P. Hall,"actress,producer,assistant",1935,,43853.0,0.8546,https://image.tmdb.org/t/p/w500/kKLDJvpAE1uKLeTw5jUmBwPgqOd.jpg,
nm0358650,Brandon Hammond,"actor,director,producer",1984,,23681.0,1.2297,https://image.tmdb.org/t/p/w500/qni4SWV6QLQ302Y8CURsRJ5OP00.jpg,
nm0712406,Gina Ravera,"actress,miscellaneous,archive_footage",1966,,77279.0,1.0721,https://image.tmdb.org/t/p/w500/oWDdS0dZ2iusVOVYhVOWeNvIME.jpg,
nm0760254,Jeffrey D. Sams,actor,1966,,103898.0,0.408,https://image.tmdb.org/t/p/w500/tEjdUfCEiX7ZrPm2HTGs5Y1Sn7V.jpg,
nm0863387,George Tillman Jr.,"producer,director,writer",1969,,66121.0,0.4424,https://image.tmdb.org/t/p/w500/l2O5FILKdFQoBW7uDzmm3wyr6cA.jpg,
nm0942266,Carl Wright,actor,1932,2007.0,1226697.0,0.2553,https://image.tmdb.org/t/p/w500/eSRcCvYKtZg0fOoprpLAUa8KQF9.jpg,
nm0001516,Rue McClanahan,"actress,producer,soundtrack",1934,2010.0,41689.0,1.4243,https://image.tmdb.org/t/p/w500/RADrr2bPoObE8f6lW5fPiKxFXq.jpg,
nm0000439,Neil Patrick Harris,"actor,producer,writer",1973,,41686.0,3.2789,https://image.tmdb.org/t/p/w500/r2twLWLwDpKJ7JyhWsD1YsL7rJV.jpg,
nm0000612,Denise Richards,"actress,producer,executive",1971,,9205.0,3.4905,https://image.tmdb.org/t/p/w500/i1MDAhdjiqXWwEhr7ujnlk8ksdl.jpg,"Denise Richards /dəˈniːs ˈrɪt͡ʃərdz/ est une actrice et mannequin américaine, née le 17 février 1971 à Downers Grove, dans l'Illinois.

Elle accède à la notoriété à la fin des années 1990 grâce à ses rôles dans le film de science-fiction Starship Troopers, le thriller érotique Sexcrimes (1998), et le blockbuster Le monde ne suffit pas (1999).

30 ans après ses débuts, elle jouit encore d’une grande notoriété aux États-Unis, en grande partie à cause de ses multiples démêlés très médiatisés avec son ex-époux, l’acteur Charlie Sheen. Entre 2008 et 2009, elle est même l'héroïne de sa propre émission de télé-réalité, Denise Richards: It's Complicated (en), qui suit sa vie de mère célibataire.

Depuis, elle joue régulièrement dans des téléfilms, apparaît dans diverses émissions de télévision mais aussi des séries B ou des direct-to-video. Depuis 2019, elle tient le rôle de Shauna Fulton dans le soap opéra de CBS Amour, Gloire et Beauté, petit-frère du soap Les Feux de l'amour.

Denise Richards grandit à Chicago jusqu’à ses 15 ans, où sa famille s’installe en Californie. Une fois son diplôme en poche, elle travaille comme mannequin à Los Angeles, puis commence à passer des auditions.

A partir de 1990, Denise enchaine les apparitions dans plusieurs séries télévisées, dont Corky, un adolescent pas comme les autres, Beverly Hills, Seinfeld, Loïs et Clark, les nouvelles aventures de Superman ou encore Melrose Place. Elle est brutalement révélée par Paul Verhoeven dans son film de SF culte Starship Troopers en petite amie de Casper Van Dien. Dès lors, la comédienne sexy est très sollicitée pour le grand écran : elle enchaine ainsi le très bon thriller Sex Crimes (1998) puis est choisie pour camper la James bond girl dans Le Monde ne suffit pas (1999).

Denise Richards prend ensuite part au très mauvais slasher Mortelle St-Valentin puis effectue une apparition hilarante dans Friends en tant que cousine séduisante de Monica et Ross. Cette même année, elle joue dans 4 épisodes de la série Spin City où elle rencontre Charlie Sheen avec qui elle se marie et a deux enfants. Le couple divorce en 2005.

Durant les années 2000, elle se fait nettement plus discrète sur les écrans. Ses prestations se limitent à de courtes apparitions, comme par exemple dans Scary movie 3 (aux côtés de Sheen) ou Love Actualy. Le plus souvent, elle s'affiche dans des films légers (Blonde and Blonder, Finding Bliss, Deep in the Valley, Cougars Inc.)… A l’exception du drame indépendant Jolene porté par une Jessica chastain qui trouve dans ce film engagé son premier rôle au cinéma.

En 2004, Denise Richards pose nue pour Playboy et en 2008 est diffusée sa propre émission de télé-réalité ""Pas facile d'être Denise Richards"", centrée sur sa vie de mère célibataire. L’année suivante, Denise reste dans l’univers de la télé-réalité en participant à la huitième saison de ""Dancing with the Stars"". En 2010, elle rejoint le casting de la série comique Blue Mountain State puis en 2013 la série criminelle Twisted."
nm0000680,Casper Van Dien,"actor,producer,director",1968,,27763.0,1.9225,https://image.tmdb.org/t/p/w500/jxRmw8gJYsJ7IG5n9B0PFzy2nHO.jpg,"Le rôle révolutionnaire de Casper Van Dien a été le rôle principal dans le film de science-fiction Starship Troopers de Paul Verhoeven (1997). Toujours l'un des films les plus parlés de 1997 qui a l'un des plus grands cultes de l'histoire du cinéma. Il était également dans le film Sleepy Hollow (1999) de Tim Burton, acclamé par la critique, dans le rôle de Brom Bones. Il était le 20e Tarzan et le seul à avoir jamais filmé en Afrique et monté sur un éléphant d'Afrique dans le film de Warner Bros. Tarzan et la cité perdue (1998).

Les autres crédits du film incluent The Pact (2012), qui a été bien accueilli à Sundance. Casper a joué un détective alcoolique en face de Caity Lotz. Un survivant post-apocalyptique dans Beyond The Wave (2015) entièrement tourné en Chine. Avec Sean Maher dans le cadre d'une équipe de deux hommes en mission à la fin de l'univers dans le film indépendant très attendu ISRA 88 (2016). Les crédits télévisés incluent ""MONK"" (2008) Playing a Navy Doctor pour la finale de la saison et ""Beverly Hills, 90210"" (1994).

Sa plus récente victoire a été derrière la caméra en tant que réalisateur. Il a réalisé trois films dans lesquels il a également joué. Son deuxième film Patient Killer a remporté les prix du meilleur film et du meilleur réalisateur et a été acheté et diffusé sur Lifetime."
nm0000998,Jake Busey,"actor,producer,music_department",1971,,28410.0,5.7268,https://image.tmdb.org/t/p/w500/3WknfRePAvwFJfrbYVvfYXTQCh9.jpg,
nm0005258,Patrick Muldoon,"actor,producer,writer",1968,,41687.0,0.8293,https://image.tmdb.org/t/p/w500/nuqKElpRossYTwh9BIymHLA5G6e.jpg,
nm0319121,Seth Gilliam,"actor,miscellaneous,archive_footage",1968,,41688.0,1.4261,https://image.tmdb.org/t/p/w500/9CiWZNBysr4IiyERAYQFONqyTAQ.jpg,
nm0001784,Gloria Stuart,"actress,soundtrack,archive_footage",1910,2010.0,8535.0,1.0786,https://image.tmdb.org/t/p/w500/9aG7UUX3PWIGGf1KRY5TsBSoNz9.jpg,
nm0001255,Victor Garber,"actor,miscellaneous,music_department",1949,,8536.0,1.7199,https://image.tmdb.org/t/p/w500/zPkpRPdW7rEm4fjgoJNz8hAZ6av.jpg,
nm0004920,Frances Fisher,"actress,camera_department,archive_footage",1952,,3713.0,2.8701,https://image.tmdb.org/t/p/w500/3iNDgd54IIj8g8hGqhhUjM6TeWd.jpg,
nm0000349,Joan Cusack,"actress,writer,soundtrack",1962,,3234.0,3.0512,https://image.tmdb.org/t/p/w500/ytjiXEqnaEYtS7XkYmoUXPrZCm5.jpg,
nm0001523,Natascha McElhone,"actress,producer,soundtrack",1969,,11317.0,3.6064,https://image.tmdb.org/t/p/w500/9pxaoasotR1pdCXYSfN1pkm0geO.jpg,
nm0216507,Brian Delate,"actor,director,writer",1949,,6579.0,0.594,https://image.tmdb.org/t/p/w500/rydDYe4VHjZsJZPWOus4KGkhroG.jpg,
nm0470244,Peter Krause,"actor,producer,director",1965,,23119.0,2.7172,https://image.tmdb.org/t/p/w500/4p42emuJrU8fFxbBuOhYFFdzmN6.jpg,
nm0770039,Heidi Schanz,actress,1971,,11321.0,1.7287,https://image.tmdb.org/t/p/w500/wweWS7u1rc9Ldq6lsnPmBeLV9lJ.jpg,
nm0852466,Holland Taylor,"actress,writer,producer",1943,,11318.0,5.2798,https://image.tmdb.org/t/p/w500/jt9yFB3nLfZQ0c1DcnvvcfA11gB.jpg,
nm1405242,Blair Slater,"actor,soundtrack,archive_footage",1985,,116898.0,0.6434,https://image.tmdb.org/t/p/w500/oB59kmZNfez3Nm3biShW2L1ntJq.jpg,
nm0000497,Jennifer Lien,"actress,producer,script_department",1974,,823.0,0.5866,https://image.tmdb.org/t/p/w500/5wafpjORY55TY5OC6d9Cyb36O2r.jpg,
nm0000984,Avery Brooks,"actor,director,music_department",1948,,822.0,1.504,https://image.tmdb.org/t/p/w500/86G3ePzkKiFhGnVNiZLPd058P0d.jpg,
nm0001285,Elliott Gould,"actor,producer,soundtrack",1938,,827.0,2.316,https://image.tmdb.org/t/p/w500/vqjRBbuqXOvalAx5JZEaWx6kQOw.jpg,
nm0443411,Tony Kaye,"director,cinematographer,producer",1952,,814.0,0.7932,https://image.tmdb.org/t/p/w500/6LoSxSGfeCvdLkYFeM3op00OBeq.jpg,
nm0750916,William Russ,"actor,production_department,director",1950,,829.0,1.204,https://image.tmdb.org/t/p/w500/yRPxz25nks8FQIQGU84fqrkdWqj.jpg,
nm0001434,Kris Kristofferson,"music_artist,actor,composer",1936,2024.0,10823.0,1.1837,https://image.tmdb.org/t/p/w500/fWZCpnXT7sLOdc96Bm66QTOjnXZ.jpg,"Kris Kristofferson, né Kristoffer Kristian Kristofferson, est un chanteur et acteur américain, né le 22 juin 1936 à Brownsville (Texas).

Il est le fils d'un général de l'US Air Force, qui, devenu pilote de ligne, fera voyager sa famille à travers les États-Unis, avant de se fixer en Californie.

Les études de Kris se font d'abord au Pomona College où il pratique tout particulièrement le sport et l'écriture. Il poursuit ses études au Merton College à Oxford (Angleterre), où il commence à composer et interpréter des chansons. Il est alors régulièrement engagé sous le nom de Kris Carson.

Kris Kristofferson va servir ensuite comme pilote dans l'US Army, notamment en Allemagne. Dans le même temps, il continue son activité musicale avec un groupe qui tourne dans le circuit des clubs.

En 1965, il refuse un poste d'enseignant à West Point et part vivre à Nashville (Tennessee), capitale de la musique country, où il exerce divers emplois avant de sympathiser avec Johnny Cash et Janis Joplin.

En 1970, Kris Kristofferson enregistre un premier album: Me and Bobby McGee, aussitôt récompensé.

En 1971, Dennis Hopper engage Kris pour son film: The Last Movie. C'est le début de sa carrière au cinéma, où il joue dans divers films à succès tels que: Pat Garrett et Billy le Kid (1973) ou Apportez-moi la tête d'Alfredo Garcia (1974). En 1976, il joue aux côtés de Barbra Streisand dans Une étoile est née (A Star is Born), en 1978, il est aux côtés de Ali MacGraw dans Convoy où il incarne le personnage principal du Duck, un camionneur rebelle pourchassé par la police locale, et dont les sympathisants forment spontanément un convoi routier de plusieurs dizaines de poids-lourds au travers de l'Arizona et du Nouveau-Mexique, et en 1980 aux côtés d’Isabelle Huppert dans La Porte du paradis (Heaven's Gate) de Michael Cimino. À partir de 1979, Kris Kristofferson apparaît également dans des téléfilms: La Route de la liberté, La Fleur ensanglantée, Les Derniers Jours de Frank et Jesse James, La Diligence de Tombstone.

Kris Kristofferson est à nouveau en haut de l'affiche en 1996 dans Lone Star de John Sayles et en 1998 dans La fille d'un soldat ne pleure jamais. L'acteur participe également à la série des Blade à partir de 1998, joue dans Payback un an plus tard, puis dans la version de Tim Burton de La Planète des singes en 2001. En 2002, Kris Kristofferson retrouve les vampires dans Blade 2 de Guillermo del Toro, avant de donner la réplique pour la troisième fois à Wesley Snipes pour les besoins de la licence dans Blade: Trinity.

En 2004, il entre au Country Music Hall of Fame.

Kris Kristofferson est marié avec Lisa Meyers depuis 1983. Ils possèdent et habitent leur maison de Los Flores Canyon à Malibu, en Californie, ainsi qu'une résidence à Hana, sur l'île de Maui. ...

Source: Article ""Kris Kristofferson"" de Wikipédia en français, soumis à la licence CC-BY-SA 3.0."
nm0000183,Traci Lords,"actress,producer,director",1968,,10826.0,25.605,https://image.tmdb.org/t/p/w500/xcHV0zuDDYX5TZfJAd6osXfzLWC.jpg,"Traci Lords (née Nora Louise Kuzma, le 7 mai 1968) est une actrice, chanteuse et ancienne actrice pornographique américaine. Elle est entrée dans l'industrie du cinéma pour adultes en utilisant un faux certificat de naissance afin de dissimuler le fait qu'elle avait deux ans de moins que l'âge légal de 18 ans. Lords a joué dans des films pour adultes et a été l'une des actrices les plus recherchées de cette industrie au cours de sa carrière. Lorsque le FBI a donné suite à une dénonciation anonyme selon laquelle Lords était mineure pendant qu'elle travaillait dans l'industrie et que des pornographes distribuaient et vendaient ces images et cassettes vidéo illégales, les répercussions qui en ont résulté ont conduit à la poursuite des responsables de la création et de la distribution des cassettes. De plus, tous ses films pour adultes, sauf le dernier, ont été interdits en tant que pornographie infantile.

Après avoir quitté l'industrie pornographique deux jours après avoir atteint l'âge légal de 18 ans, Lords s'est inscrite au Lee Strasberg Theater Institute, où elle a étudié la méthode de jeu d'acteur dans le but de devenir une actrice grand public. Elle a fait ses débuts au cinéma à l'âge de 19 ans dans un rôle principal dans le remake de 1988 du film de science-fiction de Roger Corman de 1957, Not of This Earth. Lords a ensuite interprété le rôle de Wanda Woodward dans la comédie pour adolescents Cry-Baby (1990) de John Waters. Elle a également joué dans les séries télévisées MacGyver, Married... with Children, Tales from the Crypt, Roseanne, Melrose Place, Profiler, First Wave, Highlander: The Series, Gilmore Girls et Will & Grace. Elle a également joué dans des films tels que Skinner (1993), Virtuosity (1995), Blade (1998), Zack and Miri Make a Porno (2008) et Excision (2012), qui lui a valu un Fangoria Chainsaw Award de la meilleure actrice dans un second rôle, ainsi qu'un Fright Meter Award et un CinEuphoria Award.

Lords a également poursuivi une carrière musicale en parallèle de sa carrière cinématographique. Après que sa chanson « Love Never Dies » ait été reprise dans la bande originale du film Pet Sematary Two (1992), elle a signé chez Radioactive Records et a ensuite sorti son premier album studio, 1000 Fires (1995), qui a reçu des critiques généralement positives. Malgré les faibles ventes de l'album, le premier single « Control » a connu un succès commercial modéré. Il a atteint la deuxième place du classement Billboard Hot Dance Club Songs et a été inclus dans la bande originale du film Mortal Kombat (1995), qui a finalement été certifié double disque de platine par la Recording Industry Association of America (RIAA). En 2003, Lords a publié son autobiographie, Traci Lords: Underneath It All, qui a reçu des critiques positives et a fait son entrée à la 31e place du classement des meilleures ventes du New York Times."
nm0000648,Wesley Snipes,"actor,producer,stunts",1962,,10814.0,3.0009,https://image.tmdb.org/t/p/w500/232tIFkJYkmtQIM31Pi5dmLRR8p.jpg,"Wesley Trent Snipes, dit Wesley Snipes, est un acteur et producteur américain, né le 31 juillet 1962 à Orlando, en Floride (États-Unis).

Longtemps second rôle de luxe, il accède à la célébrité au début des années 1990 avec Jungle Fever de Spike Lee, New Jack City, et des films à succès comme Passager 57 et Demolition Man, avant de franchir encore une étape dans sa carrière en 1998 grâce au rôle de tueur du vampires de la saga Blade. Il a débuté sa carrière audiovisuelle dans le clip de la chanson Bad de Michael Jackson, réalisé par Martin Scorsese en 1987. Il est spécialiste en films d'actions dans lesquels il peut faire démonstration de ses aptitudes physiques et de sa maîtrise des arts martiaux, mais il a su aussi se distinguer dans des thrillers, comédies ou drames, donnant par exemple la réplique à Robert De Niro dans Le Fan ou à Sean Connery dans Soleil levant."
nm0001151,Stephen Dorff,"actor,producer,writer",1973,,10822.0,2.2211,https://image.tmdb.org/t/p/w500/bhlM1xNzBvc8jTw42YloUKlGTCL.jpg,
nm0006610,Donal Logue,"actor,producer,director",1966,,10825.0,1.9117,https://image.tmdb.org/t/p/w500/5Rj850yVkIqsgCihtZLbkNSHbFb.jpg,
nm0347375,Tim Guinee,"actor,director,producer",1962,,40275.0,2.2893,https://image.tmdb.org/t/p/w500/bl2kh12pzVORh6oavx0zYeuefl1.jpg,
nm0942668,N'Bushe Wright,"actress,archive_footage",1970,,10824.0,0.7978,https://image.tmdb.org/t/p/w500/jSXuSko6tZQ69LfJEMmNLiXEOS8.jpg,
nm0000409,Brendan Fraser,"actor,producer,art_department",1968,,18269.0,3.8838,https://image.tmdb.org/t/p/w500/tFj5PaWWQbb8rHBBhu1EHklznph.jpg,
nm0001314,John Hannah,"actor,producer,archive_footage",1962,,10727.0,2.363,https://image.tmdb.org/t/p/w500/8GzJhaZrChZpv84SU4vAsvsR3cl.jpg,
nm0001838,Rachel Weisz,"actress,producer,director",1970,,3293.0,4.3835,https://image.tmdb.org/t/p/w500/msTqKPA33ryVtcVNgOdeaJGYq16.jpg,"Rachel Hannah Weisz (née le 7 mars 1970) est une actrice de cinéma et de théâtre anglaise et mannequin de mode. Elle a commencé sa carrière d'actrice au Trinity Hall de l'Université de Cambridge, où elle a cofondé le groupe théâtral Cambridge Talking Tongues. Le groupe s'est vu décerner le Student Drama Award pour la pièce improvisée Slight Possession pendant le Festival Fringe d'Edimbourg de The Guardian.

Weisz a commencé à travailler à la télévision, apparaissant dans Inspector Morse, dans la mini-série britannique The Scarlet and the Black, et dans le téléfilm Advocates II. Elle a fait ses débuts au cinéma dans le film Death Machine en 1994, mais son rôle décisif est apparu dans le film Chain reaction en 1996, menant à un rôle très médiatisé comme Evelyn Carnahan-O'Connell dans les films The Mummy, en 1999, et The Mummy Returns en 2001. D'autres films notables mettant en vedette Weisz sont Enemy at the Gates, About a Boy, Constantine, The Fountain et The Constant Gardener, pour lesquels elle a reçu l'Academy Award for Best Supporting Actress, le Golden Globe Award for Best Supporting Actress et le Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Supporting Role.

Weisz a également travaillé sur le théâtre. Sa percée scénique a été la reprise en 1994 de la pièce de Noel Coward Design for Living, qui lui a valu le London Critics' Circle Award pour le nouveau venu le plus prometteur. Les performances de Weisz comprennent également la production en 1999 de Donmar Warehouse de Suddenly Last Summer de Tennessee Williams et la reprise en 2006 de A Streetcar Named Desire. Son interprétation de Blanche DuBois dans cette dernière pièce lui a valu le Critics' Circle Theatre Award de la meilleure actrice de l'année 2009."
nm0004912,Oded Fehr,"actor,archive_footage",1970,,18041.0,2.1767,https://image.tmdb.org/t/p/w500/gcYVN3vx8tHedEz2RbVNSKs44Wm.jpg,
nm0404993,Jonathan Hyde,"actor,archive_footage",1948,,8537.0,1.1103,https://image.tmdb.org/t/p/w500/iNLNW7tH8GRpCP9INLXGmwVU1hK.jpg,
nm0424819,Corey Johnson,"actor,producer,miscellaneous",1961,,17199.0,1.3312,https://image.tmdb.org/t/p/w500/mhNbf4vGzixPL5mTIOBUPguqvpB.jpg,
nm0640413,Kevin J. O'Connor,"actor,soundtrack,archive_footage",1963,,18916.0,1.3322,https://image.tmdb.org/t/p/w500/9ZO0QYkxjhThd8IVqSJw7gHyQ68.jpg,
nm0814085,Stephen Sommers,"producer,writer,director",1962,,7775.0,1.0192,https://image.tmdb.org/t/p/w500/wGhd7IF1Buf7qPXuC4y1t02hams.jpg,
nm0903677,Arnold Vosloo,"actor,producer",1962,,16743.0,2.7742,https://image.tmdb.org/t/p/w500/o23Z1EvWEYR7PArq2w5UpreVipV.jpg,
nm0242295,Stephen Dunham,"actor,stunts",1964,2012.0,36803.0,0.4543,https://image.tmdb.org/t/p/w500/6kBBjxl4QzHxHXXjvMi6BVbfLsf.jpg,
nm0000506,Julia Louis-Dreyfus,"actress,producer,writer",1961,,15886.0,2.6037,https://image.tmdb.org/t/p/w500/sXpjQoFoYqNehfWhlkScF8lo9vc.jpg,"Julia Louis-Dreyfus, née le 13 janvier 1961 à New York, est une actrice, productrice de télévision et chanteuse américaine. Elle est connue pour son travail dans les séries de comédies télévisées Saturday Night Live (1982-1985), Seinfeld (1989-1998), Old Christine (2006-2010) et Veep (2012-2019). Elle est l'une des actrices les plus récompensées de l'histoire de la télévision américaine.

Elle a reçu onze Emmy Awards, huit pour la comédie et trois pour la production, avec un total de 24 nominations tout au long de sa carrière. Elle a également reçu un Golden Globes, neuf Screen Actors Guild Awards, cinq American Comedy Awards et deux Critics' Choice Television Awards. Elle a reçu une étoile sur le Hollywood Walk of Fame en 2010 et a été intronisé au Television Academy Hall of Fame en 2014. En 2016, le magazine Time la nomme l'une des 100 personnes les plus influentes au monde. En 2018, elle reçoit le Prix Mark-Twain pour sa contribution à l'humour américain, présenté par le Kennedy Center comme le plus grand honneur de la comédie en Amérique."
nm0001383,David Hyde Pierce,"actor,producer,writer",1959,,11076.0,1.5899,https://image.tmdb.org/t/p/w500/9BSgq4yxjPry1Oghqq92S4wUIvs.jpg,
nm0001459,Denis Leary,"writer,actor,producer",1957,,5724.0,3.5494,https://image.tmdb.org/t/p/w500/tAOziVWQBnrW9eR442M6g9SQkmA.jpg,
nm0004929,Dave Foley,"actor,writer,producer",1963,,21290.0,2.041,https://image.tmdb.org/t/p/w500/muHRRGDTE7ZWk3guqDAk9L4DqVX.jpg,
nm0454236,Richard Kind,"actor,writer,soundtrack",1956,,21125.0,2.2714,https://image.tmdb.org/t/p/w500/yWmuVQeQUzb5OSMVDoWkR0IylCK.jpg,
nm0659363,Hayden Panettiere,"actress,producer,music_department",1989,,17265.0,4.9731,https://image.tmdb.org/t/p/w500/gwGSfFZFstdXhLD0WkmLn7NXRDm.jpg,
nm0226887,Phyllis Diller,"actress,make_up_department,soundtrack",1917,2012.0,89784.0,0.8633,https://image.tmdb.org/t/p/w500/teELYDRWmPGAVCzH4n4lX17Wa4J.jpg,
nm0364893,Jonathan Harris,"actor,soundtrack,archive_footage",1914,2002.0,123037.0,0.9016,https://image.tmdb.org/t/p/w500/6UFydJAV96p3h3LLpq8xP4S8sh1.jpg,
nm0710020,Joe Ranft,"writer,actor,miscellaneous",1960,2005.0,7911.0,1.5377,https://image.tmdb.org/t/p/w500/f1BoWC2JbCcfP1e5hKfGsxkHzVU.jpg,
nm0371304,Tony Haygarth,"actor,soundtrack,archive_footage",1945,2017.0,20241.0,0.6526,https://image.tmdb.org/t/p/w500/3Jj4eRt91rD1Bs6yUtJybklSzFk.jpg,
nm0926368,Benjamin Whitrow,"actor,soundtrack,archive_footage",1937,2017.0,84927.0,0.846,https://image.tmdb.org/t/p/w500/etHniAfcrMBSlLW7s8xWxcCFtuY.jpg,
nm0001363,Jane Horrocks,"actress,writer,music_department",1964,,34902.0,1.0425,https://image.tmdb.org/t/p/w500/phYKQdBZgRwMT8w6ZEhvGc8zgvB.jpg,
nm0001669,Miranda Richardson,"actress,soundtrack,archive_footage",1958,,8436.0,2.0366,https://image.tmdb.org/t/p/w500/2IEW3fxqHb4AHBl5xU8JuipJbNK.jpg,"Miranda Jane Richardson (née le 3 mars 1958) est une actrice anglaise de théâtre, de cinéma et de télévision. Elle a été mise en nomination pour deux Academy Awards, et a remporté deux Golden Globes (avec sept nominations) et un BAFTA (avec sept nominations) au cours de sa carrière."
nm0001758,Timothy Spall,"actor,producer,writer",1957,,9191.0,2.8523,https://image.tmdb.org/t/p/w500/dEhBrDYNVpfWMDx8vpcrp4pXDwl.jpg,
nm0001767,Imelda Staunton,"actress,soundtrack,archive_footage",1956,,11356.0,2.3923,https://image.tmdb.org/t/p/w500/96LYLMnUOWZ4DFXEeQPItNsxzEP.jpg,"Imelda Mary Philomena Bernadette Staunton (née le 9 janvier 1956) est une actrice et chanteuse anglaise. Après une formation à la Royal Academy of Dramatic Art, Staunton a commencé sa carrière dans le théâtre de répertoire en 1976 et est apparue dans diverses productions théâtrales au Royaume-Uni.

Staunton a joué dans de nombreuses pièces de théâtre et comédies musicales à Londres tout au long de sa carrière, remportant quatre Laurence Olivier Awards ; trois pour la meilleure actrice dans un rôle principal dans une comédie musicale pour ses rôles dans les comédies musicales Into the Woods, Sweeney Todd et Gypsy, et un pour la meilleure performance dans un second rôle dans une pièce pour son travail dans A Chorus of Disapproval et The Corn is Green. Ses autres apparitions sur scène incluent The Beggar's Opera, The Wizard of Oz, Uncle Vanya, Guys and Dolls, Entertaining Mr Sloane et Good People. Elle a été nominée pour 13 Olivier Awards.

Au cinéma, Staunton a joué dans Antonia et Jane, dans plusieurs seconds rôles dans la comédie de Kenneth Branagh Peter's Friends, son adaptation de Much Ado About Nothing, dans l'adaptation de Raison et Sentiments d'Ang Lee et dans la comédie romantique en costumes Shakespeare in Love. Elle a été acclamée par la critique pour son interprétation du rôle-titre dans Vera Drake de Mike Leigh, pour lequel elle a remporté le BAFTA Award de la meilleure actrice dans un rôle principal et la Coupe Volpi du Festival du Film de Venise de la meilleure actrice, en plus d'être nominée pour la meilleure actrice aux Oscars, aux Golden Globe Awards et aux Screen Actors Guild Awards. Elle a ensuite gagné un public plus large pour son interprétation de Dolores Ombrage dans les films Harry Potter L'Ordre du Phénix et Les Reliques de la Mort - Partie 1. Elle a continué à jouer des seconds rôles dans Nanny McPhee, a retrouvé Leigh dans Another Year et dans la suite cinématographique de Downton Abbey. Elle a interprété la militante des droits de l'homme Hefina Headon dans le film historique Pride, et a joué dans la comédie britannique Finding Your Feet. Elle a également fourni des rôles de doublage pour les films Chicken Run, Arthur Christmas et Paddington.

À la télévision, Staunton a joué dans les sitcoms Up the Garden Path et Is it Legal?. Sa performance dans My Family and Other Animals lui a valu une nomination pour l'International Emmy Award de la meilleure actrice, tandis que ses rôles dans Return to Cranford et The Girl lui ont valu des nominations aux BAFTA TV Awards pour la meilleure actrice dans un second rôle. Pour ce dernier, elle a également été nommée pour le Primetime Emmy Award de la meilleure actrice dans un second rôle dans une mini-série ou un film. Elle a interprété la reine Elizabeth II dans les deux dernières saisons de The Crown."
nm0200057,Phil Daniels,"actor,music_department,soundtrack",1958,,65301.0,0.9666,https://image.tmdb.org/t/p/w500/6yNFNjo3cWEcuAUrl0CNQnAnQ5M.jpg,
nm0272521,Lynn Ferguson,"writer,actress,director",1965,,1074137.0,0.9508,https://image.tmdb.org/t/p/w500/9EduTkXIWiiqcpPNoatmRGvP5Fa.jpg,
nm0520485,Peter Lord,"producer,animation_department,director",1953,,53304.0,0.7175,https://image.tmdb.org/t/p/w500/o4wdGjIkgwJdu7rtVdJNe6mmlIL.jpg,
